ID,year,wave,state,area,juristiction,depth.allowed,species,start.date,end.date,daily.closures,bag.limit,agg.bag.limit,agg.bag.limit.wt,boat.limit,poss.limit,bonus.limit,min.size,min.size2,max.size,max.size2,bag.above.max,bag.above.max2,bag.below.min,mode,gear.restriction,other,comments,imputed
,1996,1,ME,9999,1,9999,Striped_Bass,01-01-96,29-02-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,2,ME,9999,1,9999,Striped_Bass,01-03-96,30-04-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,3,ME,9999,1,9999,Striped_Bass,01-05-96,30-06-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,4,ME,9999,1,9999,Striped_Bass,01-07-96,31-08-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,5,ME,9999,1,9999,Striped_Bass,01-09-96,31-10-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,6,ME,9999,1,9999,Striped_Bass,01-11-96,31-12-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,1,ME,MEK,1,9999,Striped_Bass,01-01-96,29-02-96,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,26,0,,0
,1996,2,ME,MEK,1,9999,Striped_Bass,01-03-96,30-04-96,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,26,0,,0
,1996,3,ME,MEK,1,9999,Striped_Bass,01-05-96,30-06-96,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,21,0,,0
,1996,4,ME,MEK,1,9999,Striped_Bass,01-07-96,31-08-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,5,ME,MEK,1,9999,Striped_Bass,01-09-96,31-10-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,6,ME,MEK,1,9999,Striped_Bass,01-11-96,30-11-96,0,1,9999,9999,9999,9999,0,36,9999,9999,9999,0,0,0,0,26,0,,0
,1996,6,ME,MEK,1,9999,Striped_Bass,01-12-96,31-12-96,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,26,0,,0
